stim_folder,wav_file,pred_original,pred_metamer,match_distance,metamer_wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_01_04.wav,,,0.039660,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_01_04/metamer_audio.wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_04_07.wav,,,0.036487,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_04_07/metamer_audio.wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_07_10.wav,,,0.038387,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_07_10/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_01_04.wav, WHAWHA,I TI,0.177552,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_01_04/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_04_07.wav,THTH,,0.196227,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_04_07/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_07_10.wav,,,0.184425,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_07_10/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_01_04.wav,,O,0.040310,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_01_04/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_04_07.wav,,,0.028156,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_04_07/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_07_10.wav,,,0.036260,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_07_10/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_01_04.wav,,,0.040097,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed1_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_01_04/metamer_audio.wav
