stim_folder,wav_file,pred_original,pred_metamer,match_distance,metamer_wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_01_04.wav,,,0.036066,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_01_04/metamer_audio.wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_04_07.wav,,,0.037200,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_04_07/metamer_audio.wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_07_10.wav,,,0.041024,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_07_10/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_01_04.wav, WHAWHA,O,0.182511,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_01_04/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_04_07.wav,THTH,I,0.206450,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_04_07/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_07_10.wav,, I,0.183386,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_07_10/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_01_04.wav,,,0.034541,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_01_04/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_04_07.wav,,,0.040520,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_04_07/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_07_10.wav,,,0.034305,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_07_10/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_01_04.wav,,,0.041674,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_01_04/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_04_07.wav,,,0.043360,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_04_07/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_07_10.wav,O,,0.043178,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_07_10/metamer_audio.wav
4_stim224_walking_on_leaves_orig_splits,4_stim224_walking_on_leaves_orig_01_04.wav,,,0.035402,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/4_stim224_walking_on_leaves_orig_splits/4_stim224_walking_on_leaves_orig_01_04/metamer_audio.wav
4_stim224_walking_on_leaves_orig_splits,4_stim224_walking_on_leaves_orig_04_07.wav,,,0.027326,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/4_stim224_walking_on_leaves_orig_splits/4_stim224_walking_on_leaves_orig_04_07/metamer_audio.wav
4_stim224_walking_on_leaves_orig_splits,4_stim224_walking_on_leaves_orig_07_10.wav,O,THI THI TH,0.028257,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/4_stim224_walking_on_leaves_orig_splits/4_stim224_walking_on_leaves_orig_07_10/metamer_audio.wav
5_stim232_man_speaking_orig_splits,5_stim232_man_speaking_orig_01_04.wav,AN NEVER REALLY KNOW FOR TODAY,EN THERE REALLY KNOW FOR THE DAY,0.161933,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/5_stim232_man_speaking_orig_splits/5_stim232_man_speaking_orig_01_04/metamer_audio.wav
5_stim232_man_speaking_orig_splits,5_stim232_man_speaking_orig_04_07.wav,GOING TO TEACH YOU A FEW HOOLE THINGS ABOUT HIM,GOING TO SEE YOU WTHL THINGS ABOUT THEM,0.169849,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/5_stim232_man_speaking_orig_splits/5_stim232_man_speaking_orig_04_07/metamer_audio.wav
5_stim232_man_speaking_orig_splits,5_stim232_man_speaking_orig_07_10.wav,YOU CAN GET MORE OUT HIS BOOKS I AN FEEL SMARL,YOU CAN GET MOREI HAM FEEL SMOR,0.151934,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/5_stim232_man_speaking_orig_splits/5_stim232_man_speaking_orig_07_10/metamer_audio.wav
6_stim254_orchestra_music_orig_splits,6_stim254_orchestra_music_orig_01_04.wav,TO  O O O, I I,0.130998,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/6_stim254_orchestra_music_orig_splits/6_stim254_orchestra_music_orig_01_04/metamer_audio.wav
6_stim254_orchestra_music_orig_splits,6_stim254_orchestra_music_orig_04_07.wav,OU OOW,I THI I I,0.125430,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/6_stim254_orchestra_music_orig_splits/6_stim254_orchestra_music_orig_04_07/metamer_audio.wav
6_stim254_orchestra_music_orig_splits,6_stim254_orchestra_music_orig_07_10.wav,O,I I,0.124266,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/6_stim254_orchestra_music_orig_splits/6_stim254_orchestra_music_orig_07_10/metamer_audio.wav
7_stim268_piano_orig_splits,7_stim268_piano_orig_01_04.wav,HOU O O THOW,THI TI THI,0.161737,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/7_stim268_piano_orig_splits/7_stim268_piano_orig_01_04/metamer_audio.wav
7_stim268_piano_orig_splits,7_stim268_piano_orig_04_07.wav, THER,,0.153622,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/7_stim268_piano_orig_splits/7_stim268_piano_orig_04_07/metamer_audio.wav
7_stim268_piano_orig_splits,7_stim268_piano_orig_07_10.wav,THOHO HO,,0.173259,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/7_stim268_piano_orig_splits/7_stim268_piano_orig_07_10/metamer_audio.wav
8_stim283_contemporary_rb_orig_splits,8_stim283_contemporary_rb_orig_01_04.wav,WHER YOU WEAR IT,,0.190597,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/8_stim283_contemporary_rb_orig_splits/8_stim283_contemporary_rb_orig_01_04/metamer_audio.wav
8_stim283_contemporary_rb_orig_splits,8_stim283_contemporary_rb_orig_04_07.wav,DONTO WA TAR FOR ME,N WORRY,0.200609,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/8_stim283_contemporary_rb_orig_splits/8_stim283_contemporary_rb_orig_04_07/metamer_audio.wav
8_stim283_contemporary_rb_orig_splits,8_stim283_contemporary_rb_orig_07_10.wav,HE SOR YOU JUST WORT,ES SO I T,0.190649,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/8_stim283_contemporary_rb_orig_splits/8_stim283_contemporary_rb_orig_07_10/metamer_audio.wav
9_stim28_big_band_music_orig_splits,9_stim28_big_band_music_orig_01_04.wav,,,0.102270,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/9_stim28_big_band_music_orig_splits/9_stim28_big_band_music_orig_01_04/metamer_audio.wav
9_stim28_big_band_music_orig_splits,9_stim28_big_band_music_orig_04_07.wav,OO, I,0.132782,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/9_stim28_big_band_music_orig_splits/9_stim28_big_band_music_orig_04_07/metamer_audio.wav
9_stim28_big_band_music_orig_splits,9_stim28_big_band_music_orig_07_10.wav,O,I,0.098094,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/9_stim28_big_band_music_orig_splits/9_stim28_big_band_music_orig_07_10/metamer_audio.wav
10_stim29_biting_and_chewing_orig_splits,10_stim29_biting_and_chewing_orig_01_04.wav,, EE IT,0.048321,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/10_stim29_biting_and_chewing_orig_splits/10_stim29_biting_and_chewing_orig_01_04/metamer_audio.wav
10_stim29_biting_and_chewing_orig_splits,10_stim29_biting_and_chewing_orig_04_07.wav,,,0.032174,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/10_stim29_biting_and_chewing_orig_splits/10_stim29_biting_and_chewing_orig_04_07/metamer_audio.wav
10_stim29_biting_and_chewing_orig_splits,10_stim29_biting_and_chewing_orig_07_10.wav,OU,I,0.040479,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p01_initnoise_gl64_seed0_eps1000p0/10_stim29_biting_and_chewing_orig_splits/10_stim29_biting_and_chewing_orig_07_10/metamer_audio.wav
