stim_folder,wav_file,pred_original,pred_metamer,match_distance,metamer_wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_01_04.wav,,,0.048592,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_01_04/metamer_audio.wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_04_07.wav,,,0.047440,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_04_07/metamer_audio.wav
0_stim102_crumpling_paper_orig_splits,0_stim102_crumpling_paper_orig_07_10.wav,,,0.050991,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/0_stim102_crumpling_paper_orig_splits/0_stim102_crumpling_paper_orig_07_10/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_01_04.wav, WHAWHA,  ,0.293421,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_01_04/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_04_07.wav,THTH,,0.366933,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_04_07/metamer_audio.wav
1_stim11_baby_crying_orig_splits,1_stim11_baby_crying_orig_07_10.wav,, ,0.450987,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/1_stim11_baby_crying_orig_splits/1_stim11_baby_crying_orig_07_10/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_01_04.wav,,,0.046390,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_01_04/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_04_07.wav,,,0.046322,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_04_07/metamer_audio.wav
2_stim150_finger_tapping_orig_splits,2_stim150_finger_tapping_orig_07_10.wav,,,0.041021,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/2_stim150_finger_tapping_orig_splits/2_stim150_finger_tapping_orig_07_10/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_01_04.wav,,,0.051633,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_01_04/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_04_07.wav,,,0.069316,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_04_07/metamer_audio.wav
3_stim211_keys_jingling_orig_splits,3_stim211_keys_jingling_orig_07_10.wav,O,,0.062947,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/3_stim211_keys_jingling_orig_splits/3_stim211_keys_jingling_orig_07_10/metamer_audio.wav
4_stim224_walking_on_leaves_orig_splits,4_stim224_walking_on_leaves_orig_01_04.wav,,,0.033415,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/4_stim224_walking_on_leaves_orig_splits/4_stim224_walking_on_leaves_orig_01_04/metamer_audio.wav
4_stim224_walking_on_leaves_orig_splits,4_stim224_walking_on_leaves_orig_04_07.wav,,,0.018642,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/4_stim224_walking_on_leaves_orig_splits/4_stim224_walking_on_leaves_orig_04_07/metamer_audio.wav
4_stim224_walking_on_leaves_orig_splits,4_stim224_walking_on_leaves_orig_07_10.wav,O,,0.031018,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/4_stim224_walking_on_leaves_orig_splits/4_stim224_walking_on_leaves_orig_07_10/metamer_audio.wav
5_stim232_man_speaking_orig_splits,5_stim232_man_speaking_orig_01_04.wav,AN NEVER REALLY KNOW FOR TODAY,AN THE REAL WI KNOWFOR TODAY,0.239878,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/5_stim232_man_speaking_orig_splits/5_stim232_man_speaking_orig_01_04/metamer_audio.wav
5_stim232_man_speaking_orig_splits,5_stim232_man_speaking_orig_04_07.wav,GOING TO TEACH YOU A FEW HOOLE THINGS ABOUT HIM,GOING  WATTO,0.312909,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/5_stim232_man_speaking_orig_splits/5_stim232_man_speaking_orig_04_07/metamer_audio.wav
5_stim232_man_speaking_orig_splits,5_stim232_man_speaking_orig_07_10.wav,YOU CAN GET MORE OUT HIS BOOKS I AN FEEL SMARL,YOU CAN LO MORE A FUA,0.343256,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/5_stim232_man_speaking_orig_splits/5_stim232_man_speaking_orig_07_10/metamer_audio.wav
6_stim254_orchestra_music_orig_splits,6_stim254_orchestra_music_orig_01_04.wav,TO  O O O, TI TI TI,0.181257,/orcd/home/002/aimeeyu/mms_project/model_metamers_pytorch/results/av_grid_sweeps/iter500_step0p003_initnoise_gl32_seed1_eps1000p0/6_stim254_orchestra_music_orig_splits/6_stim254_orchestra_music_orig_01_04/metamer_audio.wav
